apagada,3,a . p a ' G_o a . D_o a ,apagada,a.pa'ga.da
apagado,1,a . p a ' G_o a . D_o o ,apagado,a.pa'ga.do
apagan,2,a ' p a . G_o a n ,apagan,a'pa.gan
apagar,1,a . p a ' G_o a 4 ,apagar,a.pa'ga4
apagaron,1,a . p a ' G_o a . 4 o n ,apagaron,a.pa'ga.4on
apago,2,a ' p a . G_o o ,apago,a'pa.go
aparca,2,a ' p a 4 . k a ,aparca,a'pa4.ka
aparcábamos,1,a . p a 4 ' k a . B_o a . m o s ,aparcábamos,a.pa4'ka.ba.mos
aparcaban,1,a . p a 4 ' k a . B_o a n ,aparcaban,a.pa4'ka.ban
aparcada,1,a . p a 4 ' k a . D_o a ,aparcada,a.pa4'ka.da
aparcado,10,a . p a 4 ' k a . D_o o ,aparcado,a.pa4'ka.do
aparcalo,1,a . p a 4 ' k a . l o ,aparcalo,a.pa4'ka.lo
aparcamientos,1,a . p a 4 . k a ' m j e n_d . t o s ,aparcamientos,a.pa4.ka'mjen.tos
aparcamos,4,a . p a 4 ' k a . m o s ,aparcamos,a.pa4'ka.mos
aparcan,5,a ' p a 4 . k a n ,aparcan,a'pa4.kan
aparcando,1,a . p a 4 ' k a n_d . d o ,aparcando,a.pa4'kan.do
aparcar,23,a . p a 4 ' k a 4 ,aparcar,a.pa4'ka4
aparcaríamos,1,a . p a 4 . k a ' 4 i a . m o s ,aparcaríamos,a.pa4.ka'4ia.mos
aparcarlo,4,a . p a 4 ' k a 4 l o ,aparcarlo,a.pa4'ka4lo
aparco,1,a ' p a 4 . k o ,aparco,a'pa4.ko
aparecen,1,a . p a ' 4 e . T e n ,aparecen,a.pa'4e.Ten
aparecido,1,a . p a . 4 e ' T i . D_o o ,aparecido,a.pa.4e'Ti.do
apareciendo,1,a . p a . 4 e ' T j e n_d . d o ,apareciendo,a.pa.4e'Tjen.do
apareció,3,a . p a . 4 e ' T j o ,apareció,a.pa.4e'Tjo
aparezca,1,a . p a ' 4 e T . k a ,aparezca,a.pa'4eT.ka
aparta,1,a ' p a 4 . t a ,aparta,a'pa4.ta
apartar,2,a . p a 4 ' t a 4 ,apartar,a.pa4'ta4
aparte,1,a ' p a 4 . t e ,aparte,a'pa4.te
apetece,1,a . p e ' t e . T e ,apetece,a.pe'te.Te
aplasta,3,a ' p l a s . t a ,aplasta,a'plas.ta
aplastado,2,a . p l a s ' t a . D_o o ,aplastado,a.plas'ta.do
aplastar,1,a . p l a s ' t a 4 ,aplastar,a.plas'ta4
apone,1,a ' p o . n e ,apone,a'po.ne
apoyamos,1,a . p o ' j\\ a . m o s ,apoyamos,a.po'La.mos
apoyar,1,a . p o ' j\\ a 4 ,apoyar,a.po'La4
aprende,1,a ' p 4 e n_d . d e ,aprende,a'p4en.de
aprenden,1,a ' p 4 e n_d . d e n ,aprenden,a'p4en.den
aprender,2,a . p 4 e n_d ' d e 4 ,aprender,a.p4en'de4
aprendido,1,a . p 4 e n_d ' d i . D_o o ,aprendido,a.p4en'di.do
aprendiendo,1,a . p 4 e n_d ' d j e n_d . d o ,aprendiendo,a.p4en'djen.do
apretado,1,a . p 4 e ' t a . D_o o ,apretado,a.p4e'ta.do
apretar,2,a . p 4 e ' t a 4 ,apretar,a.p4e'ta4
aprieta,6,a ' p 4 j e . t a ,aprieta,a'p4je.ta
aprietas,4,a ' p 4 j e . t a s ,aprietas,a'p4je.tas
apriete,1,a ' p 4 j e . t e ,apriete,a'p4je.te
aprieto,6,a ' p 4 j e . t o ,aprieto,a'p4je.to
aprovechamos,1,a . p 4 o . B_o e ' tS a . m o s ,aprovechamos,a.p4o.be'Ca.mos
apunta,3,a ' p u n_d . t a ,apunta,a'pun.ta
apuntar,1,a . p u n_d ' t a 4 ,apuntar,a.pun'ta4
apunte,1,a ' p u n_d . t e ,apunte,a'pun.te
apunten,15,a ' p u n_d . t e n ,apunten,a'pun.ten
apuntes,10,a ' p u n_d . t e s ,apuntes,a'pun.tes
aquel,3,a ' k e l ,aquel,a'kel
aquél,4,a ' k e l ,aquél,a'kel
aquella,1,a ' k e . j\\ a ,aquella,a'ke.La
aquélla,3,a ' k e . j\\ a ,aquélla,a'ke.La
aquéllos,2,a ' k e . j\\ o s ,aquéllos,a'ke.Los
aquí,5662,a ' k i ,aquí,a'ki
Araceli,1,a . 4 a ' T e . l i ,Araceli,a.4a'Te.li
araña,2,a ' 4 a . J a ,araña,a'4a.Ja
arañar,1,a . 4 a ' J a 4 ,arañar,a.4a'Ja4
arar,1,a ' 4 a 4 ,arar,a'4a4
árbol,107,' a 4 . B_o o l ,árbol,'a4.bol
árboles,27,' a 4 . B_o o . l e s ,árboles,'a4.bo.les
arbolito,6,a 4 . B_o o ' l i . t o ,arbolito,a4.bo'li.to
arca,5,' a 4 . k a ,arca,'a4.ka
ardilla,28,a 4 ' D_o i . j\\ a ,ardilla,a4'di.La
ardillita,3,a 4 . D_o i ' j\\ i . t a ,ardillita,a4.di'Li.ta
arena,7,a ' 4 e . n a ,arena,a'4e.na
Aristegui,1,a . 4 i s ' t e . G_o i ,Aristegui,a.4is'te.gi
Aritz,9,a ' 4 i d T ,Aritz,a'4idT
arma,2,' a 4 . m a ,arma,'a4.ma
armario,3,a 4 ' m a . 4 j o ,armario,a4'ma.4jo
armas,1,' a 4 . m a s ,armas,'a4.mas
aro,2,' a . 4 o ,aro,'a.4o
arpón,1,a 4 ' p o n ,arpón,a4'pon
arranca,11,a ' r a n_g . k a ,arranca,a'ran.ka
arrancado,1,a . r a n_g ' k a . D_o o ,arrancado,a.ran'ka.do
arrancamos,2,a . r a n_g ' k a . m o s ,arrancamos,a.ran'ka.mos
arrancando,2,a . r a n_g ' k a n_d . d o ,arrancando,a.ran'kan.do
arranco,3,a ' r a n_g . k o ,arranco,a'ran.ko
arranques,1,a ' r a n_g . k e s ,arranques,a'ran.kes
arregla,3,a ' r e . G_o l a ,arregla,a're.gla
arreglado,3,a . r e ' G_o l a . D_o o ,arreglado,a.re'gla.do
arreglados,1,a . r e ' G_o l a . D_o o s ,arreglados,a.re'gla.dos
arreglando,2,a . r e ' G_o l a n_d . d o ,arreglando,a.re'glan.do
arreglar,1,a . r e ' G_o l a 4 ,arreglar,a.re'gla4
arreglaron,1,a . r e ' G_o l a . 4 o n ,arreglaron,a.re'gla.4on
arregle,1,a ' r e . G_o l e ,arregle,a're.gle
arriar,1,a ' r j a 4 ,arriar,a'rja4
arriba,156,a ' r i . B_o a ,arriba,a'ri.ba
arrocito,1,a . r o ' T i . t o ,arrocito,a.ro'Ti.to
arropamos,2,a . r o ' p a . m o s ,arropamos,a.ro'pa.mos
arropar,1,a . r o ' p a 4 ,arropar,a.ro'pa4
arroz,27,a ' r o T ,arroz,a'roT
arrugado,1,a . r u ' G_o a . D_o o ,arrugado,a.ru'ga.do
arrugan,1,a ' r u . G_o a n ,arrugan,a'ru.gan
asa,2,' a . s a ,asa,'a.sa
Asca,1,' a s . k a ,Asca,'as.ka
ascensor,2,a s . T e n ' s o 4 ,ascensor,as.Ten'so4
asco,13,' a s . k o ,asco,'as.ko
ase,1,' a . s e ,ase,'a.se
así,1647,a ' s i ,así,a'si
asiento,20,a ' s j e n_d . t o ,asiento,a'sjen.to
asientos,5,a ' s j e n_d . t o s ,asientos,a'sjen.tos
Asier,87,a ' s j e 4 ,Asier,a'sje4
asoma,9,a ' s o . m a ,asoma,a'so.ma
asomaban,1,a . s o ' m a . B_o a n ,asomaban,a.so'ma.ban
asomado,2,a . s o ' m a . D_o o ,asomado,a.so'ma.do
asomados,1,a . s o ' m a . D_o o s ,asomados,a.so'ma.dos
asoman,1,a ' s o . m ~a n ,asoman,a'so.man
asomando,1,a . s o ' m ~a n_d . d o ,asomando,a.so'man.do
asomar,1,a . s o ' m a 4 ,asomar,a.so'ma4
asomarme,1,a . s o ' m a 4 . m e ,asomarme,a.so'ma4.me
asómate,1,a ' s o . m a . t e ,asómate,a'so.ma.te
aspirina,2,a s . p i ' 4 i . n a ,aspirina,as.pi'4i.na
Asterix,2,a s . t e ' 4 i k s ,Asterix,as.te'4iks
asusta,7,a ' s u s . t a ,asusta,a'sus.ta
asustaba,3,a . s u s ' t a . B_o a ,asustaba,a.sus'ta.ba
asustado,5,a . s u s ' t a . D_o o ,asustado,a.sus'ta.do
asustan,1,a ' s u s . t a n ,asustan,a'sus.tan
asustando,1,a . s u s ' t a n_d . d o ,asustando,a.sus'tan.do
asuste,2,a ' s u s . t e ,asuste,a'sus.te
asustes,1,a ' s u s . t e s ,asustes,a'sus.tes
asusto,2,a ' s u s . t o ,asusto,a'sus.to
asustó,2,a . s u s ' t o ,asustó,a.sus'to
ata,1,' a . t a ,ata,'a.ta
ataca,1,a ' t a . k a ,ataca,a'ta.ka
atacan,1,a ' t a . k a n ,atacan,a'ta.kan
atacando,1,a . t a ' k a n_d . d o ,atacando,a.ta'kan.do
atacar,2,a . t a ' k a 4 ,atacar,a.ta'ka4
atado,3,a ' t a . D_o o ,atado,a'ta.do
ataque,4,a ' t a . k e ,ataque,a'ta.ke
atar,4,a ' t a 4 ,atar,a'ta4
atarla,1,a ' t a 4 l a ,atarla,a'ta4la
atascada,1,a . t a s ' k a . D_o a ,atascada,a.tas'ka.da
atasco,1,a ' t a s . k o ,atasco,a'tas.ko
atascó,1,a . t a s ' k o ,atascó,a.tas'ko
atemos,1,a ' t e . m o s ,atemos,a'te.mos
aterrizó,1,a . t e . r i ' T o ,aterrizó,a.te.ri'To
Atita,2,a ' t i . t a ,Atita,a'ti.ta
ato,1,' a . t o ,ato,'a.to
atornillado,1,a . t o 4 . n i ' j\\ a . D_o o ,atornillado,a.to4.ni'La.do
atracar,1,a . t 4 a ' k a 4 ,atracar,a.t4a'ka4
atrapado,1,a . t 4 a ' p a . D_o o ,atrapado,a.t4a'pa.do
atrapados,1,a . t 4 a ' p a . D_o o s ,atrapados,a.t4a'pa.dos
atrapo,1,a ' t 4 a . p o ,atrapo,a't4a.po
