1,bobitos
2.38,boca
2.04,bocadillo
1,bocadillos
1.7,bocata
1,bodegas
3.26,bola
2.9,bolas
1,bolazo
1,boli
1.48,bolica
1,bolicas
1.95,bolita
2.11,bolitas
1.48,bollo
1.9,bolsa
1,bolsada
1,bolsillo
1,bolsillos
1,bolsita
1.78,bolso
2.28,bomba
1.3,bombero
1.3,bombón
1.85,bonita
2.49,bonito
1,borde
1.3,borra
1,borraja
1.3,borrando
1,borrar
1.3,bosque
1.85,bota
1,bota+bota
1,botando
2.18,botas
1.95,bote
1.3,botella
1,botes
1.3,botitas
1.78,botón
1.6,botones
1,brazo
1.48,brazos
1,brinco
1.7,broma
1.7,bruja
1,bruto
1,bucaneros
1,buceando
1.3,bucear
1,buen
2.08,buena
1.85,buenas
1,buenísimo
3.14,bueno
2.72,buenos
2.15,bufanda
1,bultos
1,burbujas
1,burlan
1.3,burrico
1.3,burriquito
2.2,burrito
2.59,burro
1.3,busca
1,buscaban
1.48,buscado
1.3,búscala
1.3,búscalo
1,búscame
1,buscamos
1,buscan
1.3,buscando
2.34,buscar
1,buscaremos
1.3,buscarla
1,buscarle
1.3,buscarles
1,buscaros
1,busqué
1.78,butaca
1,Buter
1,caballero
1.7,caballico
2.58,caballito
1.7,caballitos
3.44,caballo
2.49,caballos
1.3,cabaña
3.37,cabe
1,cabecica
1,cabecita
1.6,cabemos
2.89,caben
1.95,caber
2.74,cabeza
1,cabezón
1,cabezudos
1.78,cabía
1,cable
1.9,cabo
2.68,cabra
1.3,cabrá
1.3,cabrán
1.7,cabras
1.7,cabrita
1.3,cabritita
1,cabritito
1.3,cabrito
1,cabritos
1,caca
1.3,cacahuetes
1.7,cacas
1,cacharrito
1.48,cacharro
1.3,cachito
1,cachivache
2,cacho
2.4,cada
3.64,cae
1.3,caemos
2.68,caen
3.08,caer
1.3,caerá
1,caerán
1,caeré
1.9,caerse
2.04,caes
2.23,café
1.48,cafetera
1,cafetería
1,caga
1.3,cagando
1.6,cagar
1,cago
1.3,cagó
1.3,caí
2.34,caía
1.7,caían
1,caías
1.3,caída
1,caidas
1.9,caido
3.62,caído
2.32,caiga
1,caigan
1.78,caigas
2.56,caigo
2.08,caja
1,cajita
2.18,cajón
1,cajones
1,calamares
1,calcetines
1,caldera
1,calderete
1,caldico
1.3,caldo
1,calefacción
1.48,calentar
1,calentica
1,calentico
1,calentitos
1.7,caliente
1,calienten
1.3,calla
1,callada
1.48,calladico
1,calladitos
1.6,callar
1,callaros
1.7,cállate
2.89,calle
1.95,calor
1,calvo
1,calvos
1,Calzaslargas
3.62,cama
1.3,cámara
1.48,camarera
1,camarero
2.85,camas
1,cambiado
1,cambiador
1.85,cambiamos
1.7,cambiar
1,cambiaremos
1,cambias
1,cambies
1,cambio
1.3,cambió
1.7,camello
1.3,camica
1,camicas
1,camilla
1.48,caminar
1.7,caminito
1.48,camino
1.95,camión
1.3,camiones
1,camioneta
1,camisa
1.48,camiseta
2.76,camita
2.04,camitas
1.78,campana
1.48,campanario
1.6,campanas
1,campanilla
1.3,Campero
1.48,camping
2.41,campo
1.48,caña
1,Canarias
1.85,canción
1,cancioncita
1,canciones
1.3,Canela
1,canela
1,cangrejo
2.82,cañón
1.7,cañones
1,cansa
2.11,cansada
1,cansaditas
1,cansadito
2.32,cansado
1.95,cansados
1,cansar
1.3,cansen
1.3,canso
1.78,canta
1.48,cantaba
1,cantaban
1,cantado
1,cántale
1,cántales
1.3,cantamos
1.95,cantan
2.11,cantando
2,cantar
1,cantarle
1,cantaron
1.48,cantas
1,cantes
1,canto
1,cantó
2.43,Cao
1,capa
1.78,Caperucita
3.15,capitán
2.23,capitanes
1.48,capucha
1,capullo
1.85,Cara
2.56,cara
1,caracol
1.3,caracoles
1.95,caramba
1.9,caramelos
1,carbón
2.73,cárcel
1.3,carga
1.3,cargado
1,cargen
1,Cariñena
1.9,cariño
1.3,cariños
1.48,carita
1,Carli
2.15,Carlos
1,Carmen
1.3,Carmen
1,carnaval
2,carne
1.85,carnero
1.3,carnicería
1,caro
1.3,carpeta
1,carpetas
1,carpintero
1.9,carrera
1,carreras
1.9,carretera
1,carretillo
1.78,carro
1,carroza
1.7,carta
2.04,cartas
1.3,cartel
1.3,cartera
1,carteras
3.7,casa
1.3,casar
1,casarse
2.04,casas
1,casco
1,casero
1,caseta
2.54,casi
1.48,casica
3.21,casita
1.6,casitas
1.6,caso
1,casona
1,castaña
1.78,castañas
1.3,castañazo
1,castañuelas
1.3,castigada
1.6,castigado
1,castigados
1,castigan
2.08,castillo
1,cata
1.9,catalejo
1.48,catalejos
1,Catalina
1.3,catarro
1,catorce
2.04,cayendo
1,cayera
1.48,cayeron
2.91,cayó
1.48,caza
1,cazador
1,cazadora
1.3,cazando
1.3,cazar
1,cazo
1,cazuela
1,cejas
1,celebrar
2.23,cena
1.3,cenaban
1.7,cenado
1,cenan
1.85,cenando
2.72,cenar
1,cenas
1.48,Cenicienta
1,cepillo
1,cera
2.11,cerca
1,Cerdito
1.78,cerdito
1.48,cerditos
2,cerdo
1.6,cereales
1,cereza
1.9,cerezas
1.48,cerquita
1.7,cerraba
1.3,cerrábamos
1.6,cerraban
2.3,cerrada
1,cerradas
1,cerradita
1,cerraditos
2.57,cerrado
1.7,cerrados
2.59,cerramos
1.7,cerrando
3.06,cerrar
1,cerraremos
1.6,cerrarla
1,cerrarle
1,cerrarlo
1,cerré
1.6,cerró
1,césped
1.48,cesta
1,chachi
1,chaleco
1,chanquero
1,chaqueta
1.6,charca
2.2,charco
1,Charlie
1,Charo
1.6,chi
3.2,chica
2.15,chicas
1.48,chichón
1.7,chicle
1,Chico
2.96,chico
2.43,chicos
1,chilla
1,chillando
2.68,chimenea
1.3,chimeneas
1,chiquillos
1.95,Chiquipark
1.6,chiquita
1.3,chiquitica
1.3,chiquitico
1,chiquiticos
2.2,chiquitín
1,chiquitina
1,chiquitinas
1.85,chiquitita
2.04,chiquitito
1.48,chiquititos
1.48,chiquito
1.78,chiquitos
1,chirriado
1,chisme
1,chispas
1.3,chispazos
1,Chistorra
1,Chito
1,chivita
2,choca
1.78,chocado
1,chocamos
1.48,chocan
1.48,chocar
1,chocó
1,Chococrispis
2.51,chocolate
1,chocolatera
1.48,chocolatina
1,choquen
1.6,chorizo
1.6,chucherías
1,chuchos
1.3,chuletitas
1,chuli
1.3,chulo
1.48,chupa
1.3,chupando
1.3,chupar
1,chuparé
1,chupas
1,chupate
1.48,chupete
1,Chupinazo
1,churros
1,Chus
1,cielito
2.26,cielo
1,cien
1,Cientoun
3.18,cierra
1.7,ciérrala
1,ciérrale
2,cierran
1.48,cierras
1,ciérrate
1,cierre
1.6,cierres
2.52,cierro
1.3,ciervo
2.32,ciervos
1.48,cigarro
2.8,cinco
1.7,cine
1.6,cinta
1.48,cintas
1,cinturón
1,Ciordia
1.3,circo
1,circulo
1.6,círculo
1,Cires
1,Cizur
1.3,Clara
1.3,clarinete
2.86,claro
1,claros
2.73,clase
1,Claudia
1.78,Claus
1.3,clavar
1,clientes
1,cobarde
1,cocacola
3.74,coche
1,Cochecito
1.9,cochecito
2.26,coches
1,cochino
1.3,cochito
1,cocho
3.08,cocina
1.6,cocinando
1.7,cocinera
1.3,cocinero
1.78,cocinita
1,cocinitas
2.04,coco
2.3,cocodrilo
1.7,cocodrilos
1.48,cocos
1,codo
1.95,cofre
2.7,coge
1,cóge
1.95,cógela
1,cógeles
2.08,cógelo
1,cógeme
1,cógemelo
2.04,cogemos
1.6,cogen
2.95,coger
1,cogerán
1.3,cogeré
1.6,cogerla
1.3,cogerle
1,cogerlos
1,cogerse
1.85,coges
1.3,cogí
1.3,cogía
1,cogíamos
1,cogías
2.52,cogido
2.36,cogiendo
1.3,cogiéndole
1,cogieron
1,cogimos
2.26,cogió
1,cogiste
1.78,cohete
1,cohetes
1,cohetitos
2.23,coja
1,cojamos
1.6,cojas
1,cojica
1,cojín
1.6,cojita
2.57,cojo
2.43,Cola
2.15,cola
1,colador
1,colchón
1,colchoneta
1.48,cole
3.38,colegio
2.48,coleta
2.04,coletas
1,coletita
1,colga
1,colgábamos
1,colgada
1.9,colgado
1,colgamos
1,colgando
1.6,colgar
1,colgarlo
1,Coli
1.7,colita
1,colitita
1.3,collar
1,collares
1.9,coloca
1.3,colocado
1,colócala
1,colócalo
1,colocamos
1,colocando
1.9,colocar
1.6,colocarlo
1.7,coloco
1,colonia
1,colonias
1,coloque
2,color
2.52,colorado
1.9,colores
1,coloretes
2.51,colorín
1.6,colorines
1.9,columpia
1.7,columpiaba
1.78,columpiado
1,columpiale
1,columpiame
2,columpian
1.7,columpiando
2.49,columpiar
1,columpiarle
1.3,columpiarles
1,columpiarlos
1.48,columpiarnos
1,columpiaros
2,columpiarse
1,columpias
1,columpie
1,columpien
3.35,columpio
3.22,columpios
1.3,columpitos
1,colunchos
1.9,coma
1.3,comamos
1.85,coman
1.3,comas
2.83,come
2.15,comedor
1,cómela
1.85,comemos
2.75,comen
3.66,comer
1.48,comerá
1.48,comerán
1,comeré
1,comerlo
1,comerse
1,comérselos
1,comerte
1.6,comes
1,cómete
1,cómetelo
1,cómetelos
1.6,comía
1.95,comían
3.12,comida
1.85,comidas
2.49,comidita
1,comiditas
2.94,comido
2.86,comiendo
1.3,comiéndose
1,comiéndoselas
1,comiera
1,comieran
2.04,comió
3.62,como
3.64,cómo
1,compañera
1,compañero
1,compañeros
1.48,compra
1,compraban
1.78,comprado
1,cómprame
1,compran
1.7,comprando
1,comprándose
2.43,comprar
1,comprarán
1,comprarlas
1.3,comprarle
1.48,compras
1,compre
1,compro
1,comprobar
4.05,con
1.3,conchas
1,conchetos
1.6,Conchi
1,Çonchito
2.54,conduce
1.3,conducen
1.9,conducía
2.3,conduciendo
2.57,conducir
1,conducirá
1,conduciré
1.3,conductor
1.6,conduzco
1.3,conejito
1.78,conejo
1.6,confundido
1,congelando
2.26,conmigo
1,conocer
1,conoces
1,conocía
1.3,conozco
1,conseguido
1,consigues
1,construcciones
2.26,contado
1.7,contamos
1.48,contando
1,contándolo
2.08,contar
1,contarlas
1,contarlo
2.04,contenta
1.3,contentísimos
2.43,contento
2.15,contentos
1,contestes
1.78,contigo
1,contó
1,contra
1.3,convertías
1.48,convierte
1,convirtió
1.3,copas
1,copiando
1,Copito
1,copito
1,corazón
1,corazones
1.48,corbata
1,corderita
1,corderito
1,cordero
1,cordón
1,cornea
1.3,corona
1,coronilla
1.48,corral
1,corralillo
1,corras
2.82,corre
2.3,correr
1,correré
1.7,corría
1,corrían
2.7,corriendo
1.3,corrió
1,corro
1,corroncho
1.48,corta
1,cortada
1.9,cortado
1,cortamos
1.7,cortar
1,cortarle
1.48,cortina
1,cortinas
1,cortinitas
1,cortó
3,cosa
2.82,cosas
1.7,coscorrón
1,cose
1,cosen
1,coser
1.3,cosica
1.9,cosita
2.23,cositas
1.3,cosquillas
1.48,costado
1,coz
1.3,crece
1,crecerá
1,creció
1.3,creen
1.3,crees
1,creía
1,crema
2.36,creo
1,cría
1.3,crío
1,críos
1.3,cristal
1.3,cristales
1.78,Cristian
1.9,Cristina
1.48,Cristinita
1.3,Cristóbal
1.3,croquetas
1,Cruela
1,Cruz
1.3,cruzaban
1,Cua
1,cua+cua
1.48,cuadra
1.48,cuadrado
1.95,cuadro
1.48,cual
3.24,cuál
1,cuales
1.48,cuáles
1,cualquiera
3.27,cuando
2.28,cuándo
1.3,cuanta
1.6,cuantas
2.18,cuántas
1.85,cuanto
1.48,cuánto
1.3,cuantos
1.95,cuántos
1,cuarenta
1,cuartillo
2.82,cuarto
3.07,cuatro
1,Cuba
2.08,cubierta
1.3,cubiertos
1.3,cubrir
1,cucado
1,cuchadica
1.85,cuchara
1,cucharas
1.7,cucharita
2.23,cuchillo
1,cuco
1,cucurucho
1.7,cuelga
1,cuelgas
1.3,cuello
1,cuenca
2,cuenta
1.3,cuéntalo
1.78,cuéntame
2,cuéntamelo
2.15,cuentas
1,cuente
1.3,cuentes
1,cuentitos
3.16,cuento
2.2,cuentos
2.32,cuerda
1,cuerdas
1.6,cuerno
2.15,cuernos
1,cuerpo
1.78,cuesta
1.9,cuida
1,cuidaba
2.38,cuidado
1.95,cuidando
1.78,cuidar
1,cuides
1.3,culete
1,culito
2.2,culo
1,culos
1,culpa
1.7,cumple
1,Cumpleaños
3.03,cumpleaños
1,cumplía
1,cumplido
1.3,cumplir
2.49,cuna
1,cunas
1.9,cunita
1,cunitas
1.6,cura
1.7,curado
1.78,curando
1.48,curar
1,curarla
1.3,curarle
1,curas
1,cúrate
1.48,cure
1.3,curó
1.48,Cutu
3.03,da
2.11,daba
1.7,daban
2.94,dado
2.23,dale
1,Dálmatas
1.48,dálmatas
2.93,dame
2.26,dámela
2,dámelo
1,dámelos
2.18,damos
2.3,dan
2.36,dando
1.7,dándole
2.3,Daniel
2.64,daño
2.97,dar
1,dará
1,darás
1.48,daré
1,Dari
2.34,darle
1,darles
1.3,darse
1,darte
2.69,das
1.6,date
1.78,David
1.3,David
1,De
4.28,de
2.23,debajo
1,debe
1,debéis
1,deben
1,deberes
1,debes
2.3,decía
1.7,decían
1.3,decías
1,decidir
1,decido
2.15,decir
1.3,decirle
1,decirles
1,dedito
2,dedo
2.08,dedos
1,déis
2.58,deja
1.3,dejaba
1.48,dejábamos
2.3,dejado
1.48,dejáis
1.3,déjala
1,déjalas
1.7,déjale
2.04,déjalo
1.3,déjalos
2.75,déjame
1,déjamelo
2.64,dejamos
2.04,dejan
2.52,dejar
1,dejarán
1.3,dejaré
1.3,dejaremos
1,dejarían
1.48,dejarla
1,dejarlas
1,dejarle
1.3,dejarlo
1,dejarlos
2.36,dejas
1.3,deje
1,dejemos
1.48,dejes
2.66,dejo
1.85,dejó
3.37,del
2.3,delante
1.3,delgaditos
2.23,demás
1.3,dentista
2.95,dentro
1.3,deportes
1.85,deprisa
1.85,des
1,desatado
1,desatar
1.3,desayuna
1,desayunaban
1.6,desayunado
1,desayunamos
1.48,desayunan
1,desayunando
2.75,desayunar
1.48,desayunen
2.46,desayuno
1,descalza
1.6,descalzo
1,descansa
1,descansan
1.7,descansar
1,descanso
1,descogorciado
1,descubierto
1,descubre
1,descubrido
1,descubrir
2.2,desde
1,deseamos
1.48,desenganchaba
1,desenganchado
1.3,desenganchar
1,desengancharon
1.3,desengancho
1,desiste
1.3,desmayando
1.3,desmontaban
1,desmontado
1,desmonto
1,desnuda
1,desnudado
1.48,desnudo
1.3,desodorante
1,desorden
1,desordenada
1,desordenados
1,despacho
1.95,despacio
1.6,despacito
1,despega
1,desperertar
1.3,despertaban
1,despertad
2.15,despertado
1.3,despertador
1.3,despertando
2.52,despertar
1,despertará
1,despertaremos
1,despertarles
1,despertarlos
1,despertaron
1.3,despertaros
1.3,despertarse
1,despertate
1.85,despertó
2.23,despierta
1.78,despiertan
1,despiértate
1,despierte
1,despierten
1.3,despiertes
1.3,despierto
1.6,despiertos
2.99,después
1.3,destrozar
1,destrozó
1,detiene
2.32,detrás
1.48,di
3.03,día
1,diablo
2.65,días
1.3,dibuja
1,dibujaban
1,dibujada
1,dibujado
1,dibujamos
2.28,dibujando
1.85,dibujar
1.3,dibujito
2.86,dibujo
1,dibujó
1.6,dibujos
1,diccionario
2.82,dice
2.08,dicen
2.04,dices
2.81,dicho
1.3,diciendo
1,dieciocho
1,dieciséis
2.34,Diego
1.6,dientes
1.7,dieron
2,diez
2.2,difícil
1,difíciles
1.3,diga
1,dígale
1.3,dígame
1.7,digas
2.57,digo
1.3,dije
1.48,dijeron
1.95,dijo
1.6,dile
1.3,diles
1.9,dime
1.3,dímelo
1.78,dinero
1,dineros
2.26,dió
1.48,dise
1,díselo
1,disfracé
1,disfrazada
2.75,dispara
1.48,disparaba
1.48,disparaban
2.53,disparado
1.3,dispárale
1,disparame
1.78,disparamos
1.7,disparan
2,disparando
2.95,disparar
1.3,disparará
1.3,dispararle
1.3,dispararles
1,disparas
1.7,dispare
1,disparen
1.85,dispares
2.43,disparo
1.3,disparó
1.3,disparos
1.3,diste
1.48,distinta
1.3,distinto
1.9,divertido
1,divertirnos
1,divertirse
1,do
1,doblada
1.3,doblado
1.3,doblar
1,doce
1,dodo
1.3,dome
1,domí
1,domingo
2,domir
1,Don
2.61,donde
4.11,dónde
2.23,dormía
1.3,dormíamos
2.04,dormían
2,dormida
1.3,dormidita
1.3,dormidito
2.57,dormido
2.11,dormidos
1.3,dormilón
1.3,dormilona
1.48,dormilones
1.48,dormimos
3.55,dormir
1.6,dormirá
1,dormirán
1.3,dormirse
1,dormís
1.95,dormitorio
1,dormitorios
3.67,dos
2.82,doy
1.3,dragón
1,dragones
1.6,ducha
1,duchando
2.28,duele
1.3,duelen
1.6,duerma
1.85,duerman
1.3,duermas
2.72,duerme
2.62,duermen
1.6,duermes
1,duérmete
1.7,duermo
1.3,dulce
1.3,Dumbo
1.3,dura
2.88,durmiendo
1,durmió
2.04,duro
1.48,e
2.28,echa
1.6,echaban
1,echada
1,echadita
2.15,echado
1.3,echados
1.3,échalo
1,échalos
1,échame
1.85,echamos
1.9,echan
2.11,echando
2.34,echar
1,echarán
1.3,echaré
1.7,echarle
1,echarlo
1,echarlos
1,echarme
1,echaron
1.3,echas
1,eche
1,eches
1.7,echo
1,echó
1.3,edad
1.48,Edurne
4.08,eh
1.3,Eider
1.95,ejemplo
1.3,El
4.71,el
2.79,él
1.3,elefante
1.3,elefantes
1,elegías
1.48,Elena
1,eleva
1,elevado
1,eliges
2.81,ella
1.48,ellas
2.61,ellos
1,empachará
1.48,empezado
1,empezados
1.95,empezamos
1.3,empezando
1.6,empezar
1.48,empezó
1.9,empieza
1.48,empiezo
1.48,empuja
1.3,empujado
1,empújame
1,empujamos
1,empujándola
1.6,empujar
1,empujas
1,empujemos
1.48,empujes
1.48,empujo
1.3,empujó
4.25,en
1,enana
1.85,enanito
1.78,enanitos
1.3,enano
1.7,encaja
1.3,encajan
1,encajar
1,encalado
1,encale
1.48,encanta
1.3,encantada
1.3,encendido
1.3,encerrada
1.95,encerrado
1.78,encerrados
1,encerrando
1.3,encerrar
1,encerrarles
1,encerraron
1,encestarte
1,enchúfalo
1.3,enciende
1,encienden
1,encierra
1.48,encierro
2.41,encima
1,encontraba
2.04,encontrado
1.3,encontrar
1,encontrarlo
1.85,encontré
1.6,encontró
1,encornar
1.48,encuentra
1.3,encuentro
1.3,Eneko
1,enemigo
1.6,enfada
1.6,enfadada
2.43,enfadado
1.3,enfadados
1,enfadan
1,enfadarse
1,enfadó
1,enfermera
1,enfermería
1,enfermita
1.3,enfermito
1.85,enfermo
1,enfermos
1,enfría
1,enfriar
1,enfriará
1,enfríe
1,engañarás
2.15,engancha
1.6,enganchaba
1.7,enganchábamos
1.3,enganchaban
1.6,enganchada
2.08,enganchado
1,engánchalo
1,engánchame
1.3,enganchamos
2.3,enganchar
1.6,engancharlo
1.3,enganchas
1.3,enganche
1,enganches
1.48,engancho
1.3,enganchó
1,Engracia
1,enorme
1.48,enredado
1.48,enrollaban
1,enrollar
1,enrollarlo
1,ensaladas
1,ensayar
1.3,enseguida
