abatiéndose,1,abatiéndose,a . B_o a ' t j e n_d . d o . s e ,a.ba'tjen.do.se
abatimiento,3,abatimiento,a . B_o a . t i ' m j e n_d . t o ,a.ba.ti'mjen.to
abatió,2,abatió,a . B_o a ' t j o ,a.ba'tjo
abc,15,abc,' a B_o g ,'abg
abcisas,2,abcisas,a B_o ' T i . s a s ,ab'Ti.sas
abdicación,1,abdicación,a B_o . D_o i . k a ' T j o n ,ab.di.ka'Tjon
abdicar,1,abdicar,a B_o . D_o i ' k a 4 ,ab.di'ka4
abdicó,2,abdicó,a B_o . D_o i ' k o ,ab.di'ko
abdique,1,abdique,a B_o ' D_o i . k e ,ab'di.ke
abdome,1,abdome,a B_o ' D_o o . m e ,ab'do.me
abdomen,19,abdomen,a B_o ' D_o o . m ~e n ,ab'do.men
abdominal,2,abdominal,a B_o . D_o o . m ~i ' n a l ,ab.do.mi'nal
abdominales,6,abdominales,a B_o . D_o o . m ~i ' n a . l e s ,ab.do.mi'na.les
abducción,7,abducción,a B_o . D_o u g ' T j o n ,ab.dug'Tjon
abducidos,1,abducidos,a B_o . D_o u ' T i . D_o o s ,ab.du'Ti.dos
abductores,2,abductores,a B_o . D_o u g ' t o . 4 e s ,ab.dug'to.4es
abeba,4,abeba,a ' B_o e . B_o a ,a'be.ba
abebe,1,abebe,a ' B_o e . B_o e ,a'be.be
abecé,1,abecé,a . B_o e ' T e ,a.be'Te
abecedario,3,abecedario,a . B_o e . T e ' D_o a . 4 j o ,a.be.Te'da.4jo
abedul,1,abedul,a . B_o e ' D_o u l ,a.be'dul
abeja,6,abeja,a ' B_o e . x a ,a'be.xa
abejarrón,1,abejarrón,a . B_o e . x a ' r o n ,a.be.xa'ron
abejarrucos,1,abejarrucos,a . B_o e . x a ' r u . k o s ,a.be.xa'ru.kos
abejas,8,abejas,a ' B_o e . x a s ,a'be.xas
abejita,1,abejita,a . B_o e ' x i . t a ,a.be'xi.ta
abel,31,abel,a ' B_o e l ,a'bel
abelardo,2,abelardo,a . B_o e ' l a 4 . D_o o ,a.be'la4.do
abella,3,abella,a ' B_o e . j\\ a ,a'be.La
abelló,6,abelló,a . B_o e ' j\\ o ,a.be'Lo
abengoa,5,abengoa,a . B_o e n_g ' g o . a ,a.ben'go.a
aberasturi,1,aberasturi,a . B_o e . 4 a s ' t u . 4 i ,a.be.4as'tu.4i
aberdeen,1,aberdeen,a . B_o e 4 ' D_o e . e n ,a.be4'de.en
aberración,10,aberración,a . B_o e . r a ' T j o n ,a.be.ra'Tjon
aberraciones,2,aberraciones,a . B_o e . r a ' T j o . n e s ,a.be.ra'Tjo.nes
aberrante,7,aberrante,a . B_o e ' r a n_d . t e ,a.be'ran.te
abertura,7,abertura,a . B_o e 4 ' t u . 4 a ,a.be4'tu.4a
abertzale,2,abertzale,a . B_o e 4 d ' T a . l e ,a.be4d'Ta.le
abierta,111,abierta,a ' B_o j e 4 . t a ,a'bje4.ta
abiertamente,15,abiertamente,a . B_o j e 4 . t a ' m ~e n_d . t e ,a.bje4.ta'men.te
abiertas,49,abiertas,a ' B_o j e 4 . t a s ,a'bje4.tas
abierto,198,abierto,a ' B_o j e 4 . t o ,a'bje4.to
abiertos,34,abiertos,a ' B_o j e 4 . t o s ,a'bje4.tos
abigaíl,1,abigaíl,a . B_o i ' G_o a i l ,a.bi'gail
abigarradas,1,abigarradas,a . B_o i . G_o a ' r a . D_o a s ,a.bi.ga'ra.das
abisinia,1,abisinia,a . B_o i ' s i . n j a ,a.bi'si.nja
abismal,5,abismal,a . B_o i z ' m a l ,a.biz'mal
abismales,4,abismales,a . B_o i z ' m a . l e s ,a.biz'ma.les
abismo,17,abismo,a ' B_o i z . m o ,a'biz.mo
ablandarlos,1,ablandarlos,a . B_o l a n_d ' d a 4 l o s ,a.blan'da4los
abluciones,1,abluciones,a . B_o l u ' T j o . n e s ,a.blu'Tjo.nes
abnegación,3,abnegación,a B_o . n e . G_o a ' T j o n ,ab.ne.ga'Tjon
abnegadas,1,abnegadas,a B_o . n e ' G_o a . D_o a s ,ab.ne'ga.das
abocaba,1,abocaba,a . B_o o ' k a . B_o a ,a.bo'ka.ba
abocada,2,abocada,a . B_o o ' k a . D_o a ,a.bo'ka.da
abocadas,2,abocadas,a . B_o o ' k a . D_o a s ,a.bo'ka.das
abocado,2,abocado,a . B_o o ' k a . D_o o ,a.bo'ka.do
abocados,3,abocados,a . B_o o ' k a . D_o o s ,a.bo'ka.dos
abocar,1,abocar,a . B_o o ' k a 4 ,a.bo'ka4
abocaron,1,abocaron,a . B_o o ' k a . 4 o n ,a.bo'ka.4on
abochornado,1,abochornado,a . B_o o . tS o 4 ' n a . D_o o ,a.bo.Co4'na.do
abocinado,2,abocinado,a . B_o o . T i ' n a . D_o o ,a.bo.Ti'na.do
abofetearme,1,abofetearme,a . B_o o . f e . t e ' a 4 . m e ,a.bo.fe.te'a4.me
abofetéenme,1,abofetéenme,a . B_o o . f e ' t e . e m: e ,a.bo.fe'te.eme
aboga,1,aboga,a ' B_o o . G_o a ,a'bo.ga
abogacía,15,abogacía,a . B_o o . G_o a ' T i a ,a.bo.ga'Tia
abogada,11,abogada,a . B_o o ' G_o a . D_o a ,a.bo'ga.da
abogadas,3,abogadas,a . B_o o ' G_o a . D_o a s ,a.bo'ga.das
abogadito,1,abogadito,a . B_o o . G_o a ' D_o i . t o ,a.bo.ga'di.to
abogado,262,abogado,a . B_o o ' G_o a . D_o o ,a.bo'ga.do
abogados,92,abogados,a . B_o o ' G_o a . D_o o s ,a.bo'ga.dos
abogamos,1,abogamos,a . B_o o ' G_o a . m o s ,a.bo'ga.mos
abogan,4,abogan,a ' B_o o . G_o a n ,a'bo.gan
abogando,2,abogando,a . B_o o ' G_o a n_d . d o ,a.bo'gan.do
abogar,1,abogar,a . B_o o ' G_o a 4 ,a.bo'ga4
abogo,1,abogo,a ' B_o o . G_o o ,a'bo.go
abolengo,1,abolengo,a . B_o o ' l e n_g . g o ,a.bo'len.go
abolición,6,abolición,a . B_o o . l i ' T j o n ,a.bo.li'Tjon
abolida,2,abolida,a . B_o o ' l i . D_o a ,a.bo'li.da
abolidas,1,abolidas,a . B_o o ' l i . D_o a s ,a.bo'li.das
abolido,1,abolido,a . B_o o ' l i . D_o o ,a.bo'li.do
abollado,1,abollado,a . B_o o ' j\\ a . D_o o ,a.bo'La.do
abombado,1,abombado,a . B_o o m ' b a . D_o o ,a.bom'ba.do
abombamiento,1,abombamiento,a . B_o o m . b a ' m j e n_d . t o ,a.bom.ba'mjen.to
abomban,1,abomban,a ' B_o o m . b a n ,a'bom.ban
abombando,2,abombando,a . B_o o m ' b a n_d . d o ,a.bom'ban.do
abominable,1,abominable,a . B_o o . m ~i ' n a . B_o l e ,a.bo.mi'na.ble
abomino,1,abomino,a . B_o o ' m ~i . n o ,a.bo'mi.no
abona,2,abona,a ' B_o o . n a ,a'bo.na
abonado,6,abonado,a . B_o o ' n a . D_o o ,a.bo'na.do
abonados,8,abonados,a . B_o o ' n a . D_o o s ,a.bo'na.dos
abonar,9,abonar,a . B_o o ' n a 4 ,a.bo'na4
abonaron,3,abonaron,a . B_o o ' n a . 4 o n ,a.bo'na.4on
abónate,1,abónate,a ' B_o o . n a . t e ,a'bo.na.te
abono,14,abono,a ' B_o o . n o ,a'bo.no
abonos,8,abonos,a ' B_o o . n o s ,a'bo.nos
aborda,9,aborda,a ' B_o o 4 . D_o a ,a'bo4.da
abordaba,1,abordaba,a . B_o o 4 ' D_o a . B_o a ,a.bo4'da.ba
abordado,5,abordado,a . B_o o 4 ' D_o a . D_o o ,a.bo4'da.do
abordados,1,abordados,a . B_o o 4 ' D_o a . D_o o s ,a.bo4'da.dos
abordaje,4,abordaje,a . B_o o 4 ' D_o a . x e ,a.bo4'da.xe
abordamos,4,abordamos,a . B_o o 4 ' D_o a . m o s ,a.bo4'da.mos
abordan,3,abordan,a ' B_o o 4 . D_o a n ,a'bo4.dan
abordando,1,abordando,a . B_o o 4 ' D_o a n_d . d o ,a.bo4'dan.do
abordándolo,1,abordándolo,a . B_o o 4 ' D_o a n_d . d o . l o ,a.bo4'dan.do.lo
abordar,36,abordar,a . B_o o 4 ' D_o a 4 ,a.bo4'da4
abordará,1,abordará,a . B_o o 4 . D_o a ' 4 a ,a.bo4.da'4a
abordaremos,1,abordaremos,a . B_o o 4 . D_o a ' 4 e . m o s ,a.bo4.da'4e.mos
abordaría,1,abordaría,a . B_o o 4 . D_o a ' 4 i a ,a.bo4.da'4ia
abordarlo,1,abordarlo,a . B_o o 4 ' D_o a 4 l o ,a.bo4'da4lo
abordarse,2,abordarse,a . B_o o 4 ' D_o a 4 . s e ,a.bo4'da4.se
aborde,2,aborde,a ' B_o o 4 . D_o e ,a'bo4.de
abordemos,1,abordemos,a . B_o o 4 ' D_o e . m o s ,a.bo4'de.mos
abordo,5,abordo,a ' B_o o 4 . D_o o ,a'bo4.do
abordó,1,abordó,a . B_o o 4 ' D_o o ,a.bo4'do
aborigen,1,aborigen,a . B_o o ' 4 i . x e n ,a.bo'4i.xen
aborígenes,2,aborígenes,a . B_o o ' 4 i . x e . n e s ,a.bo'4i.xe.nes
aborrecer,3,aborrecer,a . B_o o . r e ' T e 4 ,a.bo.re'Te4
aborrecías,1,aborrecías,a . B_o o . r e ' T i a s ,a.bo.re'Tias
aborrecimiento,1,aborrecimiento,a . B_o o . r e . T i ' m j e n_d . t o ,a.bo.re.Ti'mjen.to
aborregada,2,aborregada,a . B_o o . r e ' G_o a . D_o a ,a.bo.re'ga.da
aborregadas,1,aborregadas,a . B_o o . r e ' G_o a . D_o a s ,a.bo.re'ga.das
abortar,10,abortar,a . B_o o 4 ' t a 4 ,a.bo4'ta4
abortaría,4,abortaría,a . B_o o 4 . t a ' 4 i a ,a.bo4.ta'4ia
abortarías,1,abortarías,a . B_o o 4 . t a ' 4 i a s ,a.bo4.ta'4ias
abortistas,2,abortistas,a . B_o o 4 ' t i s . t a s ,a.bo4'tis.tas
abortivas,3,abortivas,a . B_o o 4 ' t i . B_o a s ,a.bo4'ti.bas
abortivos,2,abortivos,a . B_o o 4 ' t i . B_o o s ,a.bo4'ti.bos
aborto,38,aborto,a ' B_o o 4 . t o ,a'bo4.to
abortos,3,abortos,a ' B_o o 4 . t o s ,a'bo4.tos
about,3,about,a ' B_o o u_^ d ,a'boud
abra,23,abra,' a . B_o 4 a ,'a.b4a
abracen,1,abracen,a ' B_o 4 a . T e n ,a'b4a.Ten
abraces,1,abraces,a ' B_o 4 a . T e s ,a'b4a.Tes
abraham,33,abraham,a . B_o 4 a ' a n ,a.b4a'an
ábrame,2,ábrame,' a . B_o 4 a . m e ,'a.b4a.me
abramos,4,abramos,a ' B_o 4 a . m o s ,a'b4a.mos
abran,20,abran,' a . B_o 4 a n ,'a.b4an
ábranme,2,ábranme,' a . B_o 4 a m: e ,'a.b4ame
abras,3,abras,' a . B_o 4 a s ,'a.b4as
abrasa,2,abrasa,a ' B_o 4 a . s a ,a'b4a.sa
abrasaba,1,abrasaba,a . B_o 4 a ' s a . B_o a ,a.b4a'sa.ba
abrasado,3,abrasado,a . B_o 4 a ' s a . D_o o ,a.b4a'sa.do
abrasador,1,abrasador,a . B_o 4 a . s a ' D_o o 4 ,a.b4a.sa'do4
abraza,4,abraza,a ' B_o 4 a . T a ,a'b4a.Ta
abrazaba,3,abrazaba,a . B_o 4 a ' T a . B_o a ,a.b4a'Ta.ba
abrazada,2,abrazada,a . B_o 4 a ' T a . D_o a ,a.b4a'Ta.da
abrazadera,1,abrazadera,a . B_o 4 a . T a ' D_o e . 4 a ,a.b4a.Ta'de.4a
abrazaderas,1,abrazaderas,a . B_o 4 a . T a ' D_o e . 4 a s ,a.b4a.Ta'de.4as
abrazado,5,abrazado,a . B_o 4 a ' T a . D_o o ,a.b4a'Ta.do
abrazados,1,abrazados,a . B_o 4 a ' T a . D_o o s ,a.b4a'Ta.dos
abrázame,1,abrázame,a ' B_o 4 a . T a . m e ,a'b4a.Ta.me
abrazando,1,abrazando,a . B_o 4 a ' T a n_d . d o ,a.b4a'Tan.do
abrazándose,1,abrazándose,a . B_o 4 a ' T a n_d . d o . s e ,a.b4a'Tan.do.se
abrazar,5,abrazar,a . B_o 4 a ' T a 4 ,a.b4a'Ta4
abrazaré,1,abrazaré,a . B_o 4 a . T a ' 4 e ,a.b4a.Ta'4e
abrazarla,1,abrazarla,a . B_o 4 a ' T a 4 l a ,a.b4a'Ta4la
abrazarle,2,abrazarle,a . B_o 4 a ' T a 4 l e ,a.b4a'Ta4le
abrazarme,1,abrazarme,a . B_o 4 a ' T a 4 . m e ,a.b4a'Ta4.me
abrazo,112,abrazo,a ' B_o 4 a . T o ,a'b4a.To
abrazó,4,abrazó,a . B_o 4 a ' T o ,a.b4a'To
abrazos,4,abrazos,a ' B_o 4 a . T o s ,a'b4a.Tos
abre,133,abre,' a . B_o 4 e ,'a.b4e
ábrela,2,ábrela,' a . B_o 4 e . l a ,'a.b4e.la
abrelatas,2,abrelatas,a . B_o 4 e ' l a . t a s ,a.b4e'la.tas
ábrelo,3,ábrelo,' a . B_o 4 e . l o ,'a.b4e.lo
abren,46,abren,' a . B_o 4 e n ,'a.b4en
abres,13,abres,' a . B_o 4 e s ,'a.b4es
abrevadero,18,abrevadero,a . B_o 4 e . B_o a ' D_o e . 4 o ,a.b4e.ba'de.4o
abrevaderos,2,abrevaderos,a . B_o 4 e . B_o a ' D_o e . 4 o s ,a.b4e.ba'de.4os
abrevia,1,abrevia,a ' B_o 4 e . B_o j a ,a'b4e.bja
abreviaba,1,abreviaba,a . B_o 4 e ' B_o j a . B_o a ,a.b4e'bja.ba
abreviado,2,abreviado,a . B_o 4 e ' B_o j a . D_o o ,a.b4e'bja.do
abreviados,2,abreviados,a . B_o 4 e ' B_o j a . D_o o s ,a.b4e'bja.dos
abreviatura,2,abreviatura,a . B_o 4 e . B_o j a ' t u . 4 a ,a.b4e.bja'tu.4a
abrevie,1,abrevie,a ' B_o 4 e . B_o j e ,a'b4e.bje
abri,1,abri,' a . B_o 4 i ,'a.b4i
abrí,8,abrí,a ' B_o 4 i ,a'b4i
abría,19,abría,a ' B_o 4 i a ,a'b4ia
abríamos,1,abríamos,a ' B_o 4 i a . m o s ,a'b4ia.mos
abrían,11,abrían,a ' B_o 4 i a n ,a'b4ian
abrías,1,abrías,a ' B_o 4 i a s ,a'b4ias
abrid,1,abrid,a ' B_o 4 i D ,a'b4id
abriendo,31,abriendo,a ' B_o 4 j e n_d . d o ,a'b4jen.do
abriéndole,1,abriéndole,a ' B_o 4 j e n_d . d o . l e ,a'b4jen.do.le
abriéndonos,1,abriéndonos,a ' B_o 4 j e n_d . d o . n o s ,a'b4jen.do.nos
abriéndose,4,abriéndose,a ' B_o 4 j e n_d . d o . s e ,a'b4jen.do.se
abriéndote,1,abriéndote,a ' B_o 4 j e n_d . d o . t e ,a'b4jen.do.te
abriera,6,abriera,a ' B_o 4 j e . 4 a ,a'b4je.4a
abrieran,2,abrieran,a ' B_o 4 j e . 4 a n ,a'b4je.4an
abrieron,10,abrieron,a ' B_o 4 j e . 4 o n ,a'b4je.4on
abriga,1,abriga,a ' B_o 4 i . G_o a ,a'b4i.ga
abrigar,1,abrigar,a . B_o 4 i ' G_o a 4 ,a.b4i'ga4
abrigarse,2,abrigarse,a . B_o 4 i ' G_o a 4 . s e ,a.b4i'ga4.se
abrigo,38,abrigo,a ' B_o 4 i . G_o o ,a'b4i.go
abrigos,12,abrigos,a ' B_o 4 i . G_o o s ,a'b4i.gos
abriguen,1,abriguen,a ' B_o 4 i . G_o e n ,a'b4i.gen
abriguitos,1,abriguitos,a . B_o 4 i ' G_o i . t o s ,a.b4i'gi.tos
abril,128,abril,a ' B_o 4 i l ,a'b4il
abrillantando,1,abrillantando,a . B_o 4 i . j\\ a n_d ' t a n_d . d o ,a.b4i.Lan'tan.do
abrimos,25,abrimos,a ' B_o 4 i . m o s ,a'b4i.mos
abrió,30,abrió,a ' B_o 4 j o ,a'b4jo
abrir,148,abrir,a ' B_o 4 i 4 ,a'b4i4
abrirá,5,abrirá,a . B_o 4 i ' 4 a ,a.b4i'4a
abrirán,4,abrirán,a . B_o 4 i ' 4 a n ,a.b4i'4an
abriremos,1,abriremos,a . B_o 4 i ' 4 e . m o s ,a.b4i'4e.mos
abriría,3,abriría,a . B_o 4 i ' 4 i a ,a.b4i'4ia
abrirían,1,abrirían,a . B_o 4 i ' 4 i a n ,a.b4i'4ian
abrirla,6,abrirla,a ' B_o 4 i 4 l a ,a'b4i4la
abrirle,1,abrirle,a ' B_o 4 i 4 l e ,a'b4i4le
abrirles,1,abrirles,a ' B_o 4 i 4 l e s ,a'b4i4les
abrirlo,1,abrirlo,a ' B_o 4 i 4 l o ,a'b4i4lo
abrirlos,3,abrirlos,a ' B_o 4 i 4 l o s ,a'b4i4los
abrirme,1,abrirme,a ' B_o 4 i 4 . m e ,a'b4i4.me
abrirnos,4,abrirnos,a ' B_o 4 i 4 . n o s ,a'b4i4.nos
abrirse,11,abrirse,a ' B_o 4 i 4 . s e ,a'b4i4.se
abrirte,1,abrirte,a ' B_o 4 i 4 . t e ,a'b4i4.te
abro,33,abro,' a . B_o 4 o ,'a.b4o
abrochar,1,abrochar,a . B_o 4 o ' tS a 4 ,a.b4o'Ca4
abrocharse,1,abrocharse,a . B_o 4 o ' tS a 4 . s e ,a.b4o'Ca4.se
abróchense,1,abróchense,a ' B_o 4 o . tS e n . s e ,a'b4o.Cen.se
abroncar,1,abroncar,a . B_o 4 o n_g ' k a 4 ,a.b4on'ka4
abronque,1,abronque,a ' B_o 4 o n_g . k e ,a'b4on.ke
abruma,4,abruma,a ' B_o 4 u . m a ,a'b4u.ma
abrumado,1,abrumado,a . B_o 4 u ' m a . D_o o ,a.b4u'ma.do
abrumadora,4,abrumadora,a . B_o 4 u . m a ' D_o o . 4 a ,a.b4u.ma'do.4a
abrumadores,1,abrumadores,a . B_o 4 u . m a ' D_o o . 4 e s ,a.b4u.ma'do.4es
abrumados,1,abrumados,a . B_o 4 u ' m a . D_o o s ,a.b4u'ma.dos
abrumar,1,abrumar,a . B_o 4 u ' m a 4 ,a.b4u'ma4
abrumó,1,abrumó,a . B_o 4 u ' m o ,a.b4u'mo
abruptas,2,abruptas,a ' B_o 4 u b . t a s ,a'b4ub.tas
abrupto,4,abrupto,a ' B_o 4 u b . t o ,a'b4ub.to
absencia,1,absencia,a B_o ' s e n_d_+ . T j a ,ab'sen.Tja
ábside,5,ábside,' a B_o . s i . D_o e ,'ab.si.de
absolución,8,absolución,a B_o . s o . l u ' T j o n ,ab.so.lu'Tjon
absoluta,138,absoluta,a B_o . s o ' l u . t a ,ab.so'lu.ta
absolutamente,620,absolutamente,a B_o . s o . l u . t a ' m ~e n_d . t e ,ab.so.lu.ta'men.te
absolutas,15,absolutas,a B_o . s o ' l u . t a s ,ab.so'lu.tas
absolutísimamente,1,absolutísimamente,a B_o . s o . l u ' t i . s i . m ~a . m ~e n_d . t e ,ab.so.lu'ti.si.ma.men.te
absolutismo,4,absolutismo,a B_o . s o . l u ' t i z . m o ,ab.so.lu'tiz.mo
absoluto,251,absoluto,a B_o . s o ' l u . t o ,ab.so'lu.to
absolutos,3,absolutos,a B_o . s o ' l u . t o s ,ab.so'lu.tos
absolvemos,1,absolvemos,a B_o . s o l ' B_o e . m o s ,ab.sol'be.mos
absolver,1,absolver,a B_o . s o l ' B_o e 4 ,ab.sol'be4
absolvernos,1,absolvernos,a B_o . s o l ' B_o e 4 . n o s ,ab.sol'be4.nos
absolviendo,1,absolviendo,a B_o . s o l ' B_o j e n_d . d o ,ab.sol'bjen.do
absorbe,9,absorbe,a B_o ' s o 4 . B_o e ,ab'so4.be
absorbente,1,absorbente,a B_o . s o 4 ' B_o e n_d . t e ,ab.so4'ben.te
absorber,11,absorber,a B_o . s o 4 ' B_o e 4 ,ab.so4'be4
absorberá,1,absorberá,a B_o . s o 4 . B_o e ' 4 a ,ab.so4.be'4a
absorberlo,1,absorberlo,a B_o . s o 4 ' B_o e 4 l o ,ab.so4'be4lo
absorbiditos,1,absorbiditos,a B_o . s o 4 . B_o i ' D_o i . t o s ,ab.so4.bi'di.tos
absorbido,8,absorbido,a B_o . s o 4 ' B_o i . D_o o ,ab.so4'bi.do
absorbidos,1,absorbidos,a B_o . s o 4 ' B_o i . D_o o s ,ab.so4'bi.dos
absorbiendo,2,absorbiendo,a B_o . s o 4 ' B_o j e n_d . d o ,ab.so4'bjen.do
